text,gender,rating
I have been searching for this very version of this title for quite a long time . I owe the newer version of this film & I find it to be a very Poor remake of a very great Classic movie .,m,1
"This time travelling tale is getting quite old , but is still fineentertainment that will stir the imagination . Saw this movie around 40years ago and even if some stuff is outdated , it still holds my attention .",m,1
"I first saw this movie when I was a little kid , and have watched it at least thirty times since , it had a great impact on my life . The special effects leave a little to be desired , compared to a 'modern ' flick , but it 's a classic that belongs in everyone 's movie library .",m,1
"I 'm one of the few aged souls who first saw this in a theatre when it was first released . But , I 've also seen it several times since on VHS . I 'm new to DVD so I can neither praise nor criticize the techno dis- or advantages of that new medium . < p > I 've read the H . G . Wells novella several times and , like most people , I guess , have occasional fantasies of time travel . Years after I 'd first seen the film , I had a minor criticism , that the novella had more `` socialist '' undertones . The Eloi and the Morlocks had parted special ways due to economic oppression , i . e . , the latter being imprisoned in mines and factories so long that they became a troglyditic , brutal , predatory species while the former were weak , meek , ignorant , and the prey of the Morlocks . The film depoliticized that to a degree . < p > In retrospect , that depoliticization forgive the long word may have been necessary for the movie market of the time . The anti-communist fervor still existed then . What 's more , to make the story more meaningful to the young viewers , the producers and screen writers may have left out that which seemed more appropriate to Wells ' time . < p > And there WAS politics , appropriate to the time . For instance , the air raid alarm went off and the Eloi went into a trance to march to the dinner tables of the Morlocks . In other words , the original meaning of that alarm had been lost after thousands of centuries of distortion . < p > The characters were adequate , though I still find it hard to see Rod Taylor as an Englishman . Other leading characters went on to roles such as the lead human character in `` Mr . Ed , `` and Giles French , the genial butler in `` Family Affair . `` In any event , the special effects were superbly done , the story well executed . I could criticize the simplistic romance of Yvette Mimieux 's character , but the rest of the story overshadowed that . And , as others have pointed out , there was a challenge to `` realism , `` what one would expect after 8000 centuries . But the `` li cense of the medium , `` and the points of the story make up for those weaknesses . Neither Wells nor the producers intended historical realism . < p > And one can not help but be amused by the futurist speculation , e . g . , a nuclear war beginning in 1966 . Again , that was a overwhelming fear in the year the film was made and seemed all too possible . < p > Because I 've so loved this film for the last 42 ! years , I asked my wife for the soundtrack and for the `` remake '' if that 's what it is from Amazon . com for Christmas . When I get them , perhaps I 'll add a couple more reviews on these pages . For now , I think this film is a classic , and I still recommend the novella .",m,1
"It 's about time ! No pun intended . I saw this on TV when I was less than 10 years old , and I never forgot it - the image of that Victorian design time machine with the revovling disk is burned into my head . Imagine my joy when I saw it being used as the time machine in Carl Sagan 's COSMOS TV series now *there's* another that deserves DVD treatment . George Pal outdoes himself , with an story that 's surprisingly faithtful to the spirit of the original Wells novel - with romance , adventure , and visions of the future thrown in , right down to a nuclear war in the 1980s and lava filling the streets . One of the best things about the DVD format is the behind the scenes features you can tag onto classic movies - sadly , not all movie releases do this . Where 's the commented versions of War of the Worlds , Forbidden Planet - and when can we get The Day The Earth Stood Still and When Worlds Collide ? Come on - there 's tons of us SF movie geeks out there . Feed us !",m,1
"In order for a science fiction movie to seem plausible , it needs more than special effects wizardry , evil villains , or even a handsome hero although all three do not hurt . It needs at its core , a hero who resonates with the audience , one in whom they can identify because he acts believably , if not heroically . In George Pal 's THE TIME MACHINE , the time traveller George Rod Taylor can put the audience at ease with a smile or gentlemanly act of gallantry and can in a flash revert to the traditional role of derring doer whenever a pretty damsel is in need . The recent 2002 version of this film with Guy Pearce in the title role has too much of special effects and not enough of the hero . George Pal wisely allows his time traveller not to play second banana to the then 1960 special effects that wowed the viewer without distracting him . George is a scientist who on the last day of the 19th century wishes to prove to his circle of doubting friends that time travel is not only possible but practicable . There is a charming scene in which he lectures to them on the fourth dimension , culminating with a mini-time machine model that takes a cigar to the future . This scene functions as a necessary segue to the larger model that will carry him to his unknown future . Alan Young and Sebastian Cabot have minor but significant roles in that they set the tone that this movie is more about the relationships between people than it is between man and novel technology . George zooms to the far future where he encounters a race of humans the Eloi who have degenerated morally into a blandly hedonistic group of blonde but not too adventuresome weaklings who are opposed by equally degenerate atavistic green-skinned Neanderthals who see the Eloi only as food . This division of humanity into opposite sides of the same Jekyll and Hyde persona forces George into an ugly choice : he must decide which race is the better carrier of its ancient lineage . This decision is not as obvious as it may seem on first glance . The Eloi look more human but lack the moral fiber to take a stand even on issues related to their survival . The Morlocks certainly are ugly enough to arouse repulsion , but they nevertheless possess the drive to succeed and the ability to propagate their species . An Eloi female Weena Yvette Mimieux helps George to decide in favor of the Eloi . Yet , part of the success for this movie is the subtext that though appearances of humans and even humanoids may vary through evolution , each grouping and subgrouping of species can not be judged on a broad cloth of value . It is to the individual member that imbues that species with its collective identity . The Eloi , for all their lack of purpose , fighting spirit , and drive to succeed , managed to win out over their more bestial competitors -- this time . But the ending leaves the viewer that this victory of surface humanity over surface inhumanity may not be assuring enough to convince George , the Eloi themselves or the viewer that such success will continue no matter how far into the future George may go .",m,1
Maybe it 's because I think of this version as the standard against which all other Time Machine movies must be compared . I just enjoy it . It was a great introduction to the idea of relativity for my 8th graders . They really got into it .,m,1
The Time Machine 1960 was an excellent five star movie produced by George Pal starring Rod Taylor . This old movie has held up pretty well with the passage of much time . I first saw it at the Loews Paradise in the Bronx back in 1960 . Many of my old friends from the neighborhood took the trek up to Fordham Road to see this movie with me and were not dissapointed with this great film . Although the special effects are a little dated they are nevertheless still effective . The movie owes much of its success to the original Wells story .,m,1
"Boy , did a nice DVD transfer like this one not only make me appreciate the visuals in here more but made the story seem better , too , for some reason . I only acquired the DVD as a memento , so to speak . I had to have at least one movie which had the woman I had a crush on back in the early '60s : Yvettte Mimieux . She still looks great , too . Since time travel stories also fascinate me , my favorite part of the film is when `` George '' Rod Taylor is actually in his time machine and experiments with it , slowing it down here and then and then stopping it a couple of times to observe World War I and then WWII . Then , he stops in 1966 when supposedly there was a nuclear attack . Apparently , scare-mongers back in '60 thought that was a short-term likelihood . Anyway , when `` George '' H . G . Wells , the author of this story finally stops , in the year 200 , 000-something , the story loses some of its momentum . However , it 's a fairly interesting study of a group of ultra-passive people being dominated by others who live underground and then literally eat the good people . Taylor is astounded that mankind has not progressed as he had figured but seemed to have regressed . The message I got on this last look is that man is still man , meaning sinful and capable of anything bad as well as good , and to put one 's faith totally in man is a mistake . It 's only going to lead to disappointments as `` George '' found out on each of his stops . Notice he never stopped during a peaceful , progressive period . Yet , `` George '' is still an optimist and wants to be one to help initiate change for the better . There 's always hope for a better world and people like George , with his idealism put to action , can make a difference . Overall , an entertaining and thought-provoking film .",m,1
"`` The Time Machine '' is as far as I 'm concerned George Pal 's best movie . Released in 1960 , it stars Rod Taylor as the time traveler `George ' . George is an inventor in 1899 . In an gathering of his friends , he demonstrates a scale model of what he says is a time machine . Except for his friend Filby played by a finely nuanced Alan Young those gathered do n't believe him . Unsuspected by all but Filby , George has built a full-scale model . After his guests leave , he 's off . . . . . . . The set design is brilliant . The time machine itself is the coolest thing made by genuine imitation Hollywood Victorian craftsman . A nice touch is the nameplate on the control panel . It says , `` Built by H . George Wells '' . The special effects were state-of-the-art for 1960 winning an Academy Award for best special effects . Even today , the effects fit neatly into the story . This is a mid-twentieth century cinematic interpretation of a nineteenth century novel . The David Duncan screenplay `updates ' the story brilliantly . While George Pal 's films have a well-deserved reputation for technical excellence , the acting has been uneven . That is not the case in this movie . Mr . Taylor is totally believable as the idealistic inventor searching for a better world . Yvette Mimieux is Weena , of the sheep-like Eloi who begins to think as result of meeting George . The DVD I have has an excellent documentary on the making of the film narrated by Mr . Taylor . If you interested in a great SF adventure movie , this one is essential to your collection .",m,1
"This is the book Sylvester McCoy is reading as 1996 's DOCTOR WHO -- -THE MOVIE begins . This is just before he regenerates into Paul McGann and just before Eric Roberts gives what was up to that time his greatest performance on film as `` The Master . `` In case you have n't noticed I am trying to work a mention of DOCTOR WHO into almost every review I write -- -just KIDDING . ANYWAY -- -yup that 's the devastatingly sexy Rod Taylor as `` George '' who seems to be intended as a film portrayal of author Herbert GEORGE Wells -- -but if he IS then he could n't have written the book on which the movie is based because the second time he goes . . . er . . . BACK to the future -- -he does n't return . He TELLS the story to his friends including Alan `` A Horse is a Horse of Course of Course '' Young -- -but he does n't WRITE it -- -thereby creating a problem in temporal logic only someone from Gallifrey -- -or possibly someone from a small planet in orbit around Betelgeuse -- -instead of Guildford -- -in Surrey -- -as they had previously CLAIMED -- -could POSSIBLY solve -- -anyway Rod 's character does n't actually HAVE a name in the book -- -he 's just `` The Time Traveller '' . Yvette Mimieux whom I could never HELP calling Yvette Meow-Meow is on hand looking pretty devastatingly sexy herself as Weena -- -and the Morlocks are suitably scary . The Time Machine itself which makes a guest appearance in < a href= '' http : www . amazon . com gp product B00005JL98 '' > Time After Time < a > when Jack the Ripper played by that wonderful character actor David Warner uses it to escape to 20th Century San Francisco where else ? is beautifully designed and , looking at it , you believe it just might WORK . I was 10 when this movie hit the theaters . I loved it then and I love it now and I recommend it to you . In this day of digital magic the special effects hold up surprisingly well -- -but more important is the fact that there is a GOOD story here . And without a good story you do n't have a movie -- -as some of these CGI people are , at last , beginning to learn . Oh and check out Rod Taylor again in the Hitchcock classic < a href= '' http : www . amazon . com gp product 0783240236 '' > The Birds Collector 's Edition < a > and look for Yvette Mimieux in < a href= '' http : www . amazon . com gp product B0001I55SS '' > The Black Hole < a >",f,1
"I was glad to find this version still available . I enjoyed this because with our technology expanding so rapidly in today 's world , time travel appears to not only be possible but probable ; maybe in another 100 years . I wish it were possible now . This version is truer to the book than the newer version recently produced . What would you take with you into the future ?",f,1
"This is truly one of the greatest sci-fi flicks of all time ! ! ! It was my favorite as a child though it scared the heck out of me the first time I saw it ! and it is still one of my favorites as an adult . Why ? Because we 're talking about controlling time itself . The `` Ultimate Fantasy '' ! ! This premise alone makes it very fascinating . Rod Taylor plays H . G . Wells himself , truly the ultimate warrior , that travels 800 , 000 years into the future ! Think about that for awhile . WOW ! Co- starring the stunning Yvette Mimieux , Sebastian Cabot , Whit Bissel of course ! , Alan Young Mr . ED Fame , directed by George Pal The best ! Great cast , great music score , great cinematography , great special effects . received an Academy Award 1960 WARNING ! ! ! DO NOT ACCEPT ANY REMAKES OF ANY KIND ! ! THEY ARE INFERIOR REPRODUCTIONS ! This one is the goods ! ! Morlocks anyone ? ?",m,1
"If you thought `` Bela Lugosi Meets a Brooklyn Gorilla '' had to be the worst Sammy Petrillo movie , think again . In 2007 I said of Petrillo 's performance in that vastly better ! production `` . . . be advised that Sammy Petrillo may be the most annoying man in show business , `` and in retrospect that was generous . `` Keyholes are for Peeping '' features Petrillo in a dual role : he plays Stanley Bebble , nerdy newly-minted marriage counselor , and Mrs . Bebble , his mother . The obvious reason to see this would be because it was made by Doris `` Nude on the Moon '' Wishman , and after watching this disaster you will be pining for the moon dolls even the one in the disgusting brown outfit . I have certainly not seen her entire catalogue , but this almost certainly has to be Wishman 's worst I hope so , anyhow . This transfer of the film is horrendous , but I ca n't imagine it looked good right from the processor in 1972 . The lighting and locations are among the ugliest and most depressing I have ever seen note especially the early dream sequence , but the costumes and hair are even worse . Worst of all is the script and acting , which is a career low for all involved . Pacing is nonexistent , nobody has even remotely rational or realistic actions , and the best performance is from Cocoa Stahl , who is a dog . No really , she 's a canine . The story is pure Wishman , and finds Stanley as a marriage counselor who ca n't get his own life together with his fianc & eacute ; e Katie Kristen Steen , despite all the various plot distractions of the film . Even the interrupted vacuum cleaner scene , which is intended to be titillating , ca n't make this film fun . Nor can the worst and least suggestive shower scene I can ever recall seeing . Stanley hangs out a shingle and starts giving out business cards handwritten business cards typically captivate the highest paying customers , I hear . He has to overcome problems with Katie and his mother , and deal with Manuel Philip Stahl , the building superintendent of the New York dump who is also the peeper-in-chief . As an aside , I hope you like vaudeville music and slide whistles , because if you do , you will want to buy the soundtrack ; if you do n't you will want to invest in earplugs . The film is supposedly risqu & eacute ; and I imagine it would still get an `` R '' today , but believe me when I tell you there is nothing enjoyable about the tawdriness of this film . At all . A better title might have been `` Ugly People in Terrible Situations . `` Eventually Stanley gets two couples on the hook for group therapy , and after counseling Cocoa I 'm not kidding , the onscreen action turns positively oily , and the film devolves to a huge fracas where Katie and Manuel join in the maelstrom of physical and situation comedy that wraps up the movie in a totally predictable , yet offputtingly seedy way that will make you want to take a long shower cold is fine . `` Keyholes are for Peeping '' is an abomination , and the transfer is its equal . While Wishman was a true pioneer and had an unnatural ability to make oddly risqu & eacute ; films , everything about this film is poor , most significantly casting Sammy Petrillo in the lead : in `` Bela Lugosi Meets a Brooklyn Gorilla '' he comes across as an impoverished man 's imitation Jerry Lewis , here his long hair and need for some cosmetic dentistry especially unappealing in drag make this an absolute chore to watch . Mercifully it was his final role .",m,0
"Both Ken Watanabe and Tom Cruise did an outstanding job in their perfomrances in this movie , though for Watanabe san it was mere rotuine for him since he has regularly played such roles in his native homeland of Japan . His skills as a Samurai in this movie shined brightly and I was also taken by his english speaking capability . Tom Cruise also did a very good job in adapting for this role unlike other movies of his . After seeing other movies of his I was somewhat disappointed by his perfomrances . After purchasing a book about the making of this movie , it explained very well all the details as to what when into the making of this movie from choosing locations , costume design , history of the Samurai and other details . From reading this it not only shows that Tom Cruise put forth countless hours in preparing for this movie as an actor and at the same time displaying respect for the Japanese culture . < p > Special mention undoubtedly goes to both Koyuki and newcomer to me Hiroyuki Sanada . Though I have never seen Hiroyuki san myself while I was in Japan for the last eleven years , his performance fell nothing short of spectacular . As for Koyuki san , most of her roles in Japan have been those of Japanese dramas where she obvioulsy speaks her native tounge . In `` The Last Samurai '' she shows that she is able to gain your undivided attention not only by her beauty , but by her presence even if she does not have many speaking roles . < p > For those who do not understand the Japanese culture much at all , `` The Last Samurai '' can and will shed some light for you in not only understanding but appreciating the culture as well . < p > I intend not only to view this movie numerous times when I wish to view great perfomrances by these actors , but to also take me back to a country which I fell in love with while I was there .",m,1
"The last Samurai is a very good film that falls just short of being great . That should not take away from the fact that it is one of the year 's ten best films or that it contains one of the year 's better performances in the form of Ken Watanbe , whose portrayal of a loyal Samurai leader is amazing as he draws you in to his world and culture . You can see why Tom Cruise follows him into his ways . This film is directed very well by the underrated Edward Zwick and Tom Cruise gives a very good performance . The only problem I have with this film is how self important it is . Even films of this magnitude should not tug so hard on the epic strings . We get the point that this is a big historical epic . No need to keep implying it . However , this film is still worthy of some awards and a good audience .",m,1
"This film seems to have been constructed around Cruise to polish his , some might say , fading star . He 's allowed to chew scenery and over-act with abandon in almost every scene . I did n't believe for a second he was an alcoholic . His screaming `` Sake '' throughout his withdrawl scene was so obnoxious , I really could n't believe it , and was actually embarrassed to watch it . When he gets beat down by the Samurai with the staff , I really could n't believe Zwick and co . would use the ole 'they ca n't beat this man down ' cliched faux character exposition posturing . Again , my embarrassment grew as the overbearing score swelled . And right , surely the kids of the fallen Samurai would just love ole 'whitey'- I mean , he only killed their dad . Did anyone think for a second our American Movie Hero would n't nab the widowed Samurai 's wife - made a widow at the hands of Cruise ? Please . I give this film 2 stars only for Ken Watanabe 's performance and some nice cinematography . If Zwick will be kissing anymore Hollywood star behind in his future films , I only hope he gives us advance warning so I can avoid those movies like the plague . And Tom , gee . . . I have no advice for you . I am simply still dumbfounded at your performance here . I am reminded of Jon Lovitz in that old SNL skit . `` Acting , Genius . . . Thank you ! ! ! ! ! ``",m,0
Great battle scenes never seen in this scale . Ken Watanabe and Tom Cruise was superb .,m,1
"Okay , first off I want to say that this was a great movie , great acting and directing , great battle scenes and beautiful Japanese scenery . Many people say this is Dances With Wolves , yes the plot is slightly the same , but I watched Dances With Wolves , I have almost never watched such a boring movie , If The Last Samurai is this , it is certainly a much less boring version . And many people complain about how Tom Cruise doesnt die at the end , well 'It was not his time ' as Katsumoto explained numerous times in the movie . And the reason the children and Taka fall in love with Tom is that they forgave him for killing their father husband , they beleived they where both warriors that did their duty on the field , and they certainly believed that their way of life was worth fighting for . I would think that the way of the samurai or Bushido was worth fighting for , especially back then . As Tom said 'What could be more necissary ? '",m,1
"This is , without a doubt , the most underrated movie of 2003 . This is Edward Zwick 's crowning achievement and would be Tom Cruise 's best performance if he had n't been in `` Born on the 4th of July '' . I enjoyed `` Master and Commander '' but it is so 2nd rate to this . This movie is a beautiful story about a civil war captain , scarred by the way he saw the Native Americans get salughtered by his fellow troops , who is brought by fate to these very spiritual people the samurai , who learn him their customs and heal his psychological wounds . When his old American comrades come to bring down the samurai , he does all he can to defend them . It is similar to `` Dances with Wolves '' and `` Lawrence of Arabia '' in that it is about a depressed man who changes his ways . But I think that this movie is ultimately superior to them . Another thing , the art and costume design in this movie are breathtaking , another reason to see this movie . This movie deserved the 10 oscar nominations `` Master & Commander '' recieved including best picture .",m,1
"For many western viewers , this may be the first `` samurai '' film that they have watched with only a vague and rudiamentary knowledge of who the samurai were , what they symbolized , and how they arose and declined in power . The more one knows about the samurai , the more `` phoney '' this film appears to be . Make no mistake , this film is more about samurai ideals rather than the actual samurai . This film romanticizes the samurai warrior class when many people understand the samurai as nothing more than a bunch of sword-wielding bullies who enforced the will of the local warlord or Daimyo . There 's an early scene in the movie `` SHOGUN '' where a samurai instantly sliced off the head of a peasant who simply did not bow in the presence of a samurai . I watched Kurosawa 's `` RAN '' before watching `` THE LAST SAMURAI '' in the cinema where the samurai are portrayed as self-destructive powermongers . `` THE LAST SAMURAI '' looks good visually , but its potential as a great film is compromised by Tom Cruise 's egotism and Hollywood 's cliches and obligatory plot devices such as the weak `` happy '' ending . Nonetheless , this film is a good introduction to the CONCEPT of the samurai to anyone who knows little about this complex warrior elite that have come to symbolize the old agrarian Japan that is now seemingly lost in today 's technocratic Japan . By the way , Japan 's new modern army was modelled along Prussian lines . The sight of American officers training Japanese soldiers wearing Prussian-looking uniforms continues to leave me baffled . On the other hand , it 's a Hollywood film where it is too commercially risky to cast Tom Cruise as a German officer named `` Fritz '' who drowns his sorrows in shnapps instead of whisky .",m,0
"Last Samurai is no masterpiecebut technically it isthe visuals , the sound effects , the music . If you want to show off to your friends what a great hi-def system you got , purchase this movie . If you want a classic , but lord of the rings or gone with the wind instead .",f,1
"After picking up my HD DVD player I 've had troubles watching regular DVD movies . I had heard some good things about this movie but could n't pass it up once it was in high definition . The story is pretty good . This is the story of Captain Algren who has been sent to Japan in the late 1800 's in order to help them modernize the Japanese army as they go from fighting with swords and arrows to machine guns and cannons . After the `` modern '' Japanese army prematurely attacks the Samurai and lose horribly , Captain Algren is taken captive by the Samurai and introduced to their way of life and refusal to lay down the sword in the name of compliance . In time , Captain Algren finds himself wanting to become one of the Samurai and learning more of their way of life . The story is pretty good but what raises this up to the level of being outstanding is the high definition quality of the movie . It was fantastic , especially seeing the colorful Japanese landscape in all of its magnificence . If you like Tom Cruise action movies , this is one to pick up especially in high definition whether it be Blu-Ray or HD DVD . The violence can be extremely graphic hey , this is war so if you are sensitive to that you may want to look for something else . Otherwise , the pacing of the movie is pretty good . It is n't an all out gore-fest . . . there is action and then it breaks and lets you relax and catch up a little bit and then goes back to action and so on and so forth .",m,1
"Tom Cruise 's character comes off as a man who has seen violence from the time the doctor slapped his butt . War does things to soldiers that nobody else can understand or comprehend . The music is impressive , especially before the large battle . I feel goosebumps everytime I watch it . From the Cruise Samurai entrance to the emperor receiving the sword . Go for it .",m,1
"Okay , so the plot is just Dances with Wolves set in Japan . I still thought it looked glorious and that Tom is becoming a fine actor and that Ken Watanabe was fantastic ! For the length of the film , you 're transported back in time 100 years and get a wonderful taste of the period . The sword fights are wonderful , especially one where Tom 's character is set upon by four samurai . Usually , a Hollywood film showing the hero fighting against multiple attackers looks extremely corny : with each one waiting his turn to charge . This one looked quite a bit more compelling . When we saw it in the theater there was an audible & quot ; Whoa ! & quot ; from the audience when it was over . < p > This is n't The Godfather , but if you get it for a trip back in time complete with lush costumes and thrilling swordplay , this is a great ride !",m,1
"The Last Samurai is a showcase for Tom Cruise and he does a credible job of portraying Civil War veteran Nathan Algren who is haunted by his role in the slaughter of native Americans at the Battle of Little Big Horn . He is hired to train the & quot ; modern & quot ; Japanese army in defense of Samurai warriors who persist in rebelling against modernization of the Japanese culture . Cruise warns that his troops are not ready for battle and his prediction proves to be correct when he is defeated and captured . He learns to respect the Samurai as he lives among them and learns their ways . They return him to his people , but he begins to see that nobility lies with the Samurai and not with those who are trying to modernize Japan . It is all quite simplistic and the characters are pretty much stereotyped . There are lots of battle scenes , but never does this movie touch the emotions of the viewer . There are tears shed , but they are all shed by the actors and not the viewers . This is an epic film which fails to be a great one .",f,0
"The story is about a man haunted by his past in being part of a massacre of an Indian tribe . He ca n't sleep quietly since he is punished by nightmares about how he was forced to be and participate in something he clearly saw as wrong but had no other choice . Simply put this character is another poor life destroyed by war . < p > He is hired by the Japanese to train the Imperial Army in the occidental ways at a time a week emperor allows his advisors to forget tradition an import the ways of `` more advanced civilizations '' . In the process , the man gets captured by the samurai and during this captivity he begins not only to learn about their ways and philosophy , but also has peace for the first time in many years . < p > The Costume Design is incredibly accurate and the cinematography is absolutely superb . The music by Hans Zimmer is just beautiful , like another Gladiator epic . This movie is for people who love those little details . The production is really ambitious and works to deliver an astonishing view . This DVD is really promising with features like the `` History vs . Hollywood : The Last Samurai History Channel Documentary '' If you like this kind of movie where characters find themselves with a simpler but deeper view of life and appreciate a superb production , then this movie is certainly going to give you a very good three hours .",m,1
"You may think I am joking but Honestly , I enjoyed this movie from start to finish . I have found so many movies so boring of late that I just doze off during the performance . This movie tells a good story with well paced action scenes . Beautifully photographed and with a very nice music score throughout .",m,1
Beautifully filmed with a plot that truly touches the heart . The cast chosen were oerfect and the theme was good . No regrets ! Wating for the DVD to be released . A sure buy thing . I wanted to go watch it the 3rd time .,m,1
"The Last Samurai : 8 out of 10 : I admit I greeted this movie with low expectations . The idea of Tom Cruise as the last Samurai was laughable . The movie completely suspended this disbelief right until the horribly awful last scene . Tom Cruise plays a drunken Civil War hero who hired by the Japanese government to modernize their army is captured by the Samurai rebels and falls in love with their doomed way of life . And what a life . Every shot of the Samurai village is postcard perfect almost to the point of unintended parody . Like Robert Redford 's take on Montana in `` Legends of the Fall '' , every view is spectacular , every sunset is orange , every leaf is colorful and falls just so and all the characters are freshly scrubbed and dressed in their Sunday best . You would n't be half surprised to see Hobbits pop out at any moment . Of course the old time Samurai are romanticized to the nth degree . Historically the Samurai at this point resembled Afghan warlords resisting a long overdue central government rather than the honorable colorfully armored knights that are depicted . Samurai no more wore armor in the late 18th century than the British army did . Yet the picture despite one or two faults works . The acting , with one exception is uniformly excellent . The battle scenes are plentiful and full of surprise and the pacing is good . On the dark side newcomer Nakamura Shichinosuke plays the Japanese emperor like he was channeling Michael Jackson . The voice and mannerisms of the gloved one is as out of place for a Japanese emperor than it would be for the Pope . His strangely self effacing dialogue does n't help his cause , yet it truly is his performance that is cringe worthy . In addition the last scene is an awful Hollywood copout . I still recommend The Last Samurai highly however as a thinking mans action movie .",m,1
"Tom Cruise plays the role of Captain Nathan Algren , an American soldier who has become disillusioned with his life he starts to regret the fact that the only thing he is good at seems to be killing . He reluctantly accepts a position to train an army of Japanese transcripts to use Western fighting techniques to combat the Samurai . He is ultimately captured by the Samurai , who need him as a source of information about their enemy . < p > As a captive of the Samurai , Nathan learns the ways of the Samurai and their people , and eventually learns to respect their philosophy about honor and service .",m,1
"The Last Samurai is a great movie , good story , very entertaining . I 'd recommend seeing this movie as soon as it comes out on DVD if you have n't seen it yet . < p > This movie is not a study in phenomenology and existential philosophy , but a good movie that made tears come to my eyes and that does n't happen too often . < p > I thought this movie was better than the Lord of the Rings , though I 'd guess that that comes from actually reading the books .",m,1
"I 'm actually surprised how anyone can bash this film , although when I came to this review section I quickly understood why . The bashers : one , someone who hates Samurai , and knows obviously NOTHING of Bushido ! While the other who loves the term Gaikokujin , which is akin to foreigner for the none-Japanese literate , apparently this `` reviewer '' is upset and angry with his own bad luck with asian women and so decides to rant furiously against a great film . It 's not a `` cliched notion '' as he calls it . Captain Nathan Algren not only nearly saved her life , but is symbolic to the Zen Way . He killed her husband , and symbolically takes his place as a way of keeping his honour and as a message of karma in the film . < p > Now , with those two mixed up reviewers tossed out of the mix , I wish to present to you an objective opinion . < p > The movie was great . I loved it . My favorite film ever , and I can saw that is alot coming from me , as I am a very cultured viewer . That is not to say you might not like it , as much of the film is in Japanese , and you would need to be open-minded to embrace it as I have . I personally , went in skeptically . I do n't particularly like Tom Cruise 's last performances . In specific , Mission Impossible 2 , and all the other movies where it focuses solely on him . It 's different in this movie . Tom Cruise contains his ego , and gives other people surprisingly proportionate roles . He was a hardened battle veteran , but still the movie shows that it was not his skill , as another reviewer whined about , that was great , but his perserverance . < p > I do n't want to spoil the movie , so go watch it ! It 's my personal favorite ever , `` and that 's saying a lot '' *quoting Samwise Gamgee* I loved Two Towers , watched it 3 days in a row before going to see this , and still this one tops it off . Purely magnificent . A work of art .",m,1
"This film is a must see ! ! ! Tom reaches deep down for the emotions expressed in this film . You feel every ounce of his anguish and regret for the terrible things he 's done in his war days . I agree with the critics something I rearely do . . . when they say this film is of epic porportions . . . . . This film moved me very deeply , but it also had a touch of humor here and there . . just enough . I ca n't wait until it 's released so I can see it again ! ! ! !",f,1
"I have loved this movie since it was first released and have the original DVD release which I have watched several times . Most all the reviews I see here are either for the Standard DVD and focus on the great story line and acting but not the quality of the DVD itself . Yes , Tom Cruse does shows some wonderful acting chops and , yes , Ken Watanabe steals the show but let 's move on . So this one will focus on the Blu-ray DVD 's quality . Bought the Blu-ray version from Amazon and it was delivered post haste . When I first looked at the back cover information I was disappointed that the audio was Dolby Digital 5 . 1 rather than a lossless DTSHD 5 . 1 , almost thought of returning it before even watching but am glad I kept it . The video quality of the movie is fairly pristine with no artifacting , good details in the shadows and a sparkling clear transfer . While the audio quality is not the higher end DTSHD , never the less , the audio engineers did a fine job with the front and rear surrounds used subtly for action actually , during the battle scenes , the rears deserved more discreet use of the rear channels however , during the rainy scenes , of which there are many , the audio is evenly spread to all channels enveloping you in the rainstorm . The many extras on the single disc are from the 2004 standard release and there are only 2 deleted scenes that , to me , could have been included in an extended version . I wish more extended deleted scenes had been included . The supplied extras were all interesting and , as I said before , had seen them on the original release so nothing new on that front . Should you buy this on Blu-ray ? Yes , the video quality is definitely superior , however , not by that much . The original release was pretty darn good . However , if you do n't already have the Standard version , go for the Blu Ray . I remain disappointed with the lossy audio but it still provides an excellent film . Hopefully , this review has been of help and , if so , please check the 'Helpful ' button so I know I am on the correct path with my reviews for you . Thanks .",m,1
